"id_vaga","titulo_vaga","modalidade_vaga","nome","codigo_candidato","situacao_candidato","data_candidatura","ultima_atualizacao","comentario","recrutador"
"12587","Salesforce Developer","","Arthur Miguel Costa","47240","Encaminhado ao Requisitante","30-04-2024","30-04-2024","","Yasmin da Rosa"
"12587","Salesforce Developer","","Srta. Ana Carolina Novaes","47228","Prospect","30-04-2024","30-04-2024","","Yasmin da Rosa"
"12587","Salesforce Developer","","Ryan Rezende","47224","Prospect","30-04-2024","30-04-2024","","Yasmin da Rosa"
"12587","Salesforce Developer","","Ayla Nogueira","47097","Prospect","22-04-2024","22-04-2024","","Emanuella Campos"
"12587","Salesforce Developer","","Ísis Mendonça","47090","Prospect","19-04-2024","19-04-2024","","Emanuella Campos"
"12587","Salesforce Developer","","Dr. Dante Sá","47089","Prospect","19-04-2024","19-04-2024","","Emanuella Campos"
"12587","Salesforce Developer","","Dra. Evelyn Borges","47088","Encaminhado ao Requisitante","19-04-2024","02-05-2024","","Emanuella Campos"
"12587","Salesforce Developer","","Bruna Siqueira","47085","Encaminhado ao Requisitante","19-04-2024","19-04-2024","","Yasmin da Rosa"
"12587","Salesforce Developer","","José Pedro Machado","47084","Prospect","19-04-2024","19-04-2024","","Emanuella Campos"
"12587","Salesforce Developer","","Kevin Castro","47083","Prospect","19-04-2024","19-04-2024","","Emanuella Campos"
"12587","Salesforce Developer","","Enzo Gabriel Costela","47081","Prospect","19-04-2024","19-04-2024","","Ana Camargo"
"12587","Salesforce Developer","","Dom Guerra","47078","Encaminhado ao Requisitante","19-04-2024","22-04-2024","","Ana Camargo"
"12587","Salesforce Developer","","Ana Sophia da Costa","47077","Não Aprovado pelo Cliente","19-04-2024","30-04-2024","Profissional nao aprovado pelo cliente","Ana Camargo"
"12587","Salesforce Developer","","Diogo Sousa","47075","Encaminhado ao Requisitante","19-04-2024","19-04-2024","","Emanuelly Vieira"
"12587","Salesforce Developer","","Murilo Camargo","47070","Prospect","18-04-2024","19-04-2024","","Melina Montenegro"
"12588","Release Engineer","","Henry Ferreira","48260","Prospect","12-08-2024","26-08-2024","","Laura Pacheco"
"12588","Release Engineer","","Diego Brito","36921","Encaminhado ao Requisitante","23-04-2024","23-04-2024","","Melina Montenegro"
"12589","Integration / API Developers","","Alexandre Almeida","47175","Encaminhado ao Requisitante","25-04-2024","25-04-2024","","Melina Montenegro"
"12589","Integration / API Developers","","Ayla Nogueira","47097","Sem interesse nesta vaga","24-04-2024","28-06-2024","Candidato recebeu promoção interna","Emanuella Campos"
"12589","Integration / API Developers","","Murilo Camargo","47070","Prospect","18-04-2024","18-04-2024","","Melina Montenegro"
"12589","Integration / API Developers","","Mathias da Cruz","47064","Prospect","18-04-2024","18-04-2024","","Melina Montenegro"
"12589","Integration / API Developers","","Nicole Albuquerque","37233","Encaminhado ao Requisitante","18-04-2024","19-04-2024","","Melina Montenegro"
"12589","Integration / API Developers","","Lunna Garcia","32958","Encaminhado ao Requisitante","19-04-2024","19-04-2024","","Melina Montenegro"
"12589","Integration / API Developers","","Sra. Ana Laura Fernandes","25053","Prospect","18-04-2024","18-04-2024","","Melina Montenegro"
"12590","1039 - Analista Sênior Contábil","","Dr. Kaique Novais","47311","Inscrito","08-06-2024","","","Caroline Machado"
"12590","1039 - Analista Sênior Contábil","","Ana Vitória Porto","47292","Sem interesse nesta vaga","06-05-2024","06-05-2024","Retorno do candidato: Olá boa tarde, estou procurando uma recolocação no mercado. Porém estou empregado no momento e não sairia para um projeto de apenas 6 meses.","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Gabrielly Duarte","47291","Encaminhado ao Requisitante","06-05-2024","07-05-2024","","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Dr. Pedro Henrique Rezende","47290","Sem interesse nesta vaga","06-05-2024","06-05-2024","Retorno da candidata: Obrigada pelo contato, mas hoje busco algo clt.","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Gabrielly Nascimento","47260","Sem interesse nesta vaga","03-05-2024","06-05-2024","Candidato não retorna","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Theo Moreira","47256","Sem interesse nesta vaga","02-05-2024","06-05-2024","Candidata não retorna","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Valentim Mendes","47255","Sem interesse nesta vaga","02-05-2024","06-05-2024","Candidato não retorna","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Isabel Nunes","47254","Sem interesse nesta vaga","02-05-2024","03-05-2024","Candidato: Busco recolocação no modelo de contratação por tempo indeterminado. De qualquer forma, obrigado pelo contato.","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Agatha Silveira","47253","Sem interesse nesta vaga","02-05-2024","03-05-2024","Candidato: Bom dia , muito obrigado pelo contato mais estou a procura de vaga com CLT.","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Cecília Brito","47169","Encaminhado ao Requisitante","25-04-2024","25-04-2024","","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Nicolas da Rosa","47126","Não Aprovado pelo RH","23-04-2024","25-04-2024","Candidata com mais experiência na área fiscal","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Ana Sophia da Conceição","47125","Não Aprovado pelo RH","23-04-2024","25-04-2024","Candidato não tem perfil da posição","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Liam Almeida","47124","Sem interesse nesta vaga","23-04-2024","25-04-2024","Não teve interesse pela posição - sem falar motivos","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Yago Garcia","47123","Sem interesse nesta vaga","23-04-2024","23-04-2024","Está grávida e próximo de ter bebê.","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Theo Rocha","43720","Sem interesse nesta vaga","17-04-2024","23-04-2024","Não tem interesse em PJ","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Ryan Almeida","31755","Sem interesse nesta vaga","03-05-2024","06-05-2024","Candidato não tem interesse em atuar com contábil","Emanuella Campos"
"12590","1039 - Analista Sênior Contábil","","Srta. Evelyn Peixoto","6786","Encaminhado ao Requisitante","02-05-2024","07-05-2024","","Emanuella Campos"
"12591","Especialista em Network - SV-184","","Maria Clara Nogueira","47144","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Emanuelly Vieira"
"12591","Especialista em Network - SV-184","","Sr. Luiz Gustavo Oliveira","47141","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Emanuelly Vieira"
"12592","1040 - Consultor K2","","Bernardo Cardoso","47288","Inscrito","06-05-2024","","","Caroline Machado"
"12593","SAP MM - SV-178","","Dra. Juliana Câmara","47248","Inscrito","02-05-2024","","","Caroline Machado"
"12593","SAP MM - SV-178","","Bryan da Luz","47063","Encaminhado ao Requisitante","18-04-2024","18-04-2024","","Ana Camargo"
"12593","SAP MM - SV-178","","Sr. Cauê Borges","47000","Encaminhado ao Requisitante","22-04-2024","22-04-2024","","Ana Camargo"
"12593","SAP MM - SV-178","","Benjamim Cirino","16565","Encaminhado ao Requisitante","26-04-2024","26-04-2024","","Emanuelly Vieira"
"12593","SAP MM - SV-178","","Sr. Luiz Henrique Teixeira","13980","Encaminhado ao Requisitante","17-04-2024","17-04-2024","","Yasmin da Rosa"
"12594","SAP SD - SV-177","","Alexia Fernandes","47057","Inscrito","18-04-2024","","","Caroline Machado"
"12594","SAP SD - SV-177","","Dra. Liz Rezende","47034","Inscrito","16-04-2024","","","Caroline Machado"
"12594","SAP SD - SV-177","","Sr. José Pedro Fernandes","46062","Prospect","17-04-2024","17-04-2024","","Yasmin da Rosa"
"12594","SAP SD - SV-177","","Sra. Melissa Caldeira","41516","Prospect","18-04-2024","18-04-2024","","Srta. Bella Ferreira"
"12594","SAP SD - SV-177","","Sra. Caroline das Neves","39031","Encaminhado ao Requisitante","17-04-2024","22-04-2024","","Yasmin da Rosa"
"12594","SAP SD - SV-177","","Maria Luísa Correia","33800","Encaminhado ao Requisitante","02-05-2024","02-05-2024","","Ana Camargo"
"12594","SAP SD - SV-177","","Ravy Marques","22704","Prospect","23-04-2024","23-04-2024","","Yasmin da Rosa"
"12594","SAP SD - SV-177","","Srta. Maria Flor Lopes","17242","Encaminhado ao Requisitante","17-04-2024","17-04-2024","","Ana Camargo"
"12594","SAP SD - SV-177","","Dante Andrade","16101","Prospect","17-04-2024","17-04-2024","","Yasmin da Rosa"
"12594","SAP SD - SV-177","","Enzo Mendonça","14412","Encaminhado ao Requisitante","24-06-2024","24-06-2024","","Srta. Bella Ferreira"
"12595","SAP FI-AA - SV-185","","Dr. Ravy Fogaça","47635","Inscrito","03-06-2024","","","Caroline Machado"
"12595","SAP FI-AA - SV-185","","Dr. José Miguel da Cruz","47074","Prospect","19-04-2024","19-04-2024","","Srta. Bella Ferreira"
"12595","SAP FI-AA - SV-185","","Camila Gonçalves","46431","Prospect","17-04-2024","17-04-2024","","Srta. Bella Ferreira"
"12595","SAP FI-AA - SV-185","","Cecilia Leão","25180","Encaminhado ao Requisitante","26-04-2024","26-04-2024","","Ana Camargo"
"12595","SAP FI-AA - SV-185","","Dr. Rael Nunes","18326","Encaminhado ao Requisitante","17-04-2024","17-04-2024","","Srta. Bella Ferreira"
"12595","SAP FI-AA - SV-185","","Dr. Daniel Rocha","16802","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Ana Camargo"
"12595","SAP FI-AA - SV-185","","Vinicius Barros","13600","Prospect","29-04-2024","29-04-2024","","Srta. Bella Ferreira"
"12595","SAP FI-AA - SV-185","","Dra. Ayla Almeida","12335","Prospect","19-04-2024","19-04-2024","","Srta. Bella Ferreira"
"12596","894 - Consultor Integração SAP - OSGT","","Gael Moraes","47080","Inscrito","19-04-2024","","","Caroline Machado"
"12597","1041 - Consultor Sênior de PS","","Mateus Aragão","47043","Prospect","17-04-2024","17-04-2024","","Yasmin da Rosa"
"12597","1041 - Consultor Sênior de PS","","Luara Fonseca","45851","Encaminhado ao Requisitante","25-04-2024","25-04-2024","","Yasmin da Rosa"
"12597","1041 - Consultor Sênior de PS","","Lorena Pacheco","24291","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Yasmin da Rosa"
"12597","1041 - Consultor Sênior de PS","","Sr. Lorenzo da Luz","18710","Não Aprovado pelo Cliente","17-04-2024","29-04-2024","Profissional descartado da vaga, pois ja esta por outra consultoria (Deloitte)","Yasmin da Rosa"
"12599","SAP Functional / SD 14232352","","Sra. Ana Laura Cunha","23348","Prospect","03-05-2024","03-05-2024","","Srta. Bella Ferreira"
"12600","Analista de Governancia Sênior","Cooperado","Miguel da Luz","47049","Contratado pela Decision","17-04-2024","19-04-2024","","Melina Montenegro"
"12601","Desenvolvedor Android Nativo Sr. - 760","","Lívia da Luz","47118","Prospect","23-04-2024","23-04-2024","","Yasmin da Rosa"
"12601","Desenvolvedor Android Nativo Sr. - 760","","Sr. Gael Sampaio","47117","Prospect","23-04-2024","23-04-2024","","Yasmin da Rosa"
"12601","Desenvolvedor Android Nativo Sr. - 760","","Bianca Almeida","47100","Prospect","22-04-2024","22-04-2024","","Emanuelly Vieira"
"12601","Desenvolvedor Android Nativo Sr. - 760","","Sra. Helena Aragão","47082","Prospect","19-04-2024","19-04-2024","","Emanuelly Vieira"
"12601","Desenvolvedor Android Nativo Sr. - 760","","Benjamin Almeida","47079","Prospect","19-04-2024","19-04-2024","","Ana Camargo"
"12601","Desenvolvedor Android Nativo Sr. - 760","","Breno Cirino","47076","Prospect","19-04-2024","19-04-2024","","Ana Camargo"
"12601","Desenvolvedor Android Nativo Sr. - 760","","Amanda Nunes","47058","Encaminhado ao Requisitante","18-04-2024","22-04-2024","","Ana Camargo"
"12602","1042 - Desenvolvedor Power Automate Pleno","","Diego Abreu","47447","Encaminhado ao Requisitante","17-05-2024","17-05-2024","","Srta. Bella Ferreira"
"12602","1042 - Desenvolvedor Power Automate Pleno","","João Felipe da Cunha","46749","Encaminhado ao Requisitante","29-05-2024","29-05-2024","","Srta. Bella Ferreira"
"12603","1019 - Analista Financeiro Sênior (Contas a Pagar)","","Isabel Cavalcanti","47325","Encaminhado ao Requisitante","08-05-2024","20-05-2024","Pretensão: PJ 45,00. Disponibilidade imediata.","Laura Pacheco"
"12603","1019 - Analista Financeiro Sênior (Contas a Pagar)","","Lorena Costela","47110","Sem interesse nesta vaga","23-04-2024","26-04-2024","Retorno do candidato: Olá Sara agradeço pelo convite mas como PJ eu não tenho interesse","Emanuella Campos"
"12603","1019 - Analista Financeiro Sênior (Contas a Pagar)","","Dr. Luiz Otávio Fernandes","47108","Inscrito","22-04-2024","","","Caroline Machado"
"12603","1019 - Analista Financeiro Sênior (Contas a Pagar)","","Maysa Lima","47094","Sem interesse nesta vaga","22-04-2024","26-04-2024","Retorno do candidato: o modo de contratação no meu caso é CLT e 4 meses é pouco para período de trabalho","Emanuella Campos"
"12603","1019 - Analista Financeiro Sênior (Contas a Pagar)","","Sr. Valentim Azevedo","47091","Sem interesse nesta vaga","19-04-2024","26-04-2024","Retorno da candidata: Obrigada pelo contato. Eu tenho interesse em contratação CLT, eu não sou PJ.","Emanuella Campos"
"12603","1019 - Analista Financeiro Sênior (Contas a Pagar)","","Yuri Vargas","46264","Sem interesse nesta vaga","26-04-2024","26-04-2024","Retorno da candidata: Estou dando prioridade as vagas CLT","Emanuella Campos"
"12603","1019 - Analista Financeiro Sênior (Contas a Pagar)","","Ágatha Fonseca","46205","Prospect","20-04-2024","25-04-2024","","Emanuella Campos"
"12603","1019 - Analista Financeiro Sênior (Contas a Pagar)","","Oliver Farias","45307","Inscrito","26-04-2024","","","Caroline Machado"
"12603","1019 - Analista Financeiro Sênior (Contas a Pagar)","","Ryan Almeida","31755","Encaminhado ao Requisitante","03-05-2024","03-05-2024","","Emanuella Campos"
"12604","874 Consultor SAP CO/FI Sr","","Srta. Sophia Vargas","47098","Prospect","22-04-2024","22-04-2024","","Yasmin da Rosa"
"12604","874 Consultor SAP CO/FI Sr","","Dra. Maysa Guerra","16667","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Ana Camargo"
"12608","5218796 - Application Developer - Angular","","Pietro Leão","46657","Contratado pela Decision","22-04-2024","06-05-2024","","Sra. Joana Sousa"
"12609","5231681 - Application Developer - Microsoft .NET","","Srta. Maria Luísa Ramos","17741","Contratado pela Decision","22-04-2024","06-05-2024","","Sra. Joana Sousa"
"12611","5235057 - Application Developer - Mobile iOS","","Isis Almeida","45891","Contratado pela Decision","22-04-2024","06-05-2024","","Sra. Joana Sousa"
"12612","964 - Assistente Fiscal/Financeiro","","Lívia Nunes","47038","Prospect","19-04-2024","19-04-2024","","Melina Montenegro"
"12612","964 - Assistente Fiscal/Financeiro","","Luna Alves","46960","Encaminhado ao Requisitante","19-04-2024","19-04-2024","","Emanuella Campos"
"12612","964 - Assistente Fiscal/Financeiro","","Sr. Dante Vieira","46233","Prospect","19-04-2024","19-04-2024","","Emanuella Campos"
"12612","964 - Assistente Fiscal/Financeiro","","Dr. Dante Aparecida","45991","Encaminhado ao Requisitante","19-04-2024","19-04-2024","","Emanuella Campos"
"12612","964 - Assistente Fiscal/Financeiro","","Maysa Alves","24985","Prospect","22-04-2024","22-04-2024","","Emanuelly Vieira"
"12613","Analista – P.O – Sênior","","Sra. Maria Cecília Lopes","47408","Encaminhado ao Requisitante","14-05-2024","14-05-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Juliana Ribeiro","47388","Contratado pela Decision","15-05-2024","23-05-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Leandro Carvalho","47323","Encaminhado ao Requisitante","08-05-2024","08-05-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Davi Miguel Novaes","47172","Encaminhado ao Requisitante","25-04-2024","26-04-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Levi Castro","47171","Prospect","25-04-2024","25-04-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Eloá Camargo","47164","Prospect","24-04-2024","24-04-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Dra. Maria Luiza Barros","47146","Desistiu","24-04-2024","14-05-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Lucas Guerra","47116","Desistiu","23-04-2024","14-05-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Srta. Alice Pacheco","47114","Prospect","23-04-2024","23-04-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Sr. Luan Brito","47113","Prospect","23-04-2024","23-04-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Esther Moura","46476","Inscrito","25-04-2024","","","Caroline Machado"
"12613","Analista – P.O – Sênior","","Allana Sales","46246","Encaminhado ao Requisitante","14-05-2024","14-05-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Davi Lucca Sales","43134","Encaminhado ao Requisitante","21-05-2024","21-05-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Lucas Lopes","30693","Não Aprovado pelo Cliente","23-04-2024","14-05-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Srta. Beatriz da Cruz","27394","Inscrito","25-04-2024","","","Caroline Machado"
"12613","Analista – P.O – Sênior","","Dra. Emilly Moreira","26215","Prospect","24-04-2024","24-04-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Mathias da Rocha","14140","Prospect","24-04-2024","24-04-2024","","Melina Montenegro"
"12613","Analista – P.O – Sênior","","Ana Laura Monteiro","3","Encaminhado ao Requisitante","24-04-2024","14-05-2024","","Melina Montenegro"
"12615","1045 Consultor Sênior SAP FI","","Juliana Costela","25806","Encaminhado ao Requisitante","26-04-2024","26-04-2024","","Srta. Bella Ferreira"
"12615","1045 Consultor Sênior SAP FI","","Dr. Daniel Rocha","16802","Contratado pela Decision","23-04-2024","13-05-2024","","Ana Camargo"
"12615","1045 Consultor Sênior SAP FI","","Sra. Maria Helena Castro","833","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Yasmin da Rosa"
"12616","1046 - Analista Sênior Facilities","","Lucas Gabriel da Rosa","47151","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Emanuelly Vieira"
"12616","1046 - Analista Sênior Facilities","","Matheus Gomes","47150","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Emanuelly Vieira"
"12616","1046 - Analista Sênior Facilities","","Yasmin Rocha","47147","Inscrito","24-04-2024","","","Caroline Machado"
"12616","1046 - Analista Sênior Facilities","","Maria Clara Nogueira","47144","Prospect","24-04-2024","24-04-2024","","Emanuelly Vieira"
"12616","1046 - Analista Sênior Facilities","","Augusto Campos","47142","Prospect","24-04-2024","24-04-2024","","Emanuelly Vieira"
"12616","1046 - Analista Sênior Facilities","","Eloah da Rosa","47139","Prospect","24-04-2024","24-04-2024","","Emanuelly Vieira"
"12616","1046 - Analista Sênior Facilities","","Brayan Barros","47109","Inscrito","22-04-2024","","","Caroline Machado"
"12616","1046 - Analista Sênior Facilities","","Maria Fernanda Araújo","46475","Inscrito","26-04-2024","","","Caroline Machado"
"12617","PMO (Project Management Officer) - 761","","Mathias da Rocha","14140","Encaminhado ao Requisitante","22-04-2024","23-04-2024","","Srta. Bella Ferreira"
"12617","PMO (Project Management Officer) - 761","","Sra. Raquel Marques","7280","Encaminhado ao Requisitante","23-04-2024","24-04-2024","","Srta. Bella Ferreira"
"12618","SAP FI Sênior Consultant - 763","","Dr. Ravy Fogaça","47635","Inscrito","03-06-2024","","","Caroline Machado"
"12618","SAP FI Sênior Consultant - 763","","Fernanda Brito","47324","Não Aprovado pelo Cliente","08-05-2024","15-05-2024","Vaga pede hibrido 3x na semana e consultor so pode 1x.","Ana Camargo"
"12618","SAP FI Sênior Consultant - 763","","Anna Liz Fernandes","47132","Prospect","23-04-2024","23-04-2024","","Ana Camargo"
"12618","SAP FI Sênior Consultant - 763","","Camila Gonçalves","46431","Prospect","02-05-2024","02-05-2024","","Ana Camargo"
"12618","SAP FI Sênior Consultant - 763","","Giovanna Cirino","44485","Prospect","08-05-2024","08-05-2024","","Ana Camargo"
"12618","SAP FI Sênior Consultant - 763","","Augusto Gomes","27580","Prospect","24-04-2024","24-04-2024","","Yasmin da Rosa"
"12618","SAP FI Sênior Consultant - 763","","Cecilia Leão","25180","Prospect","25-04-2024","25-04-2024","","Ana Camargo"
"12618","SAP FI Sênior Consultant - 763","","Ravi Lucca Ribeiro","22165","Contratado como Hunting","21-05-2024","18-06-2024","","Ana Camargo"
"12618","SAP FI Sênior Consultant - 763","","Srta. Hellena Sales","18088","Prospect","02-05-2024","02-05-2024","","Ana Camargo"
"12618","SAP FI Sênior Consultant - 763","","Dr. Daniel Rocha","16802","Prospect","23-04-2024","23-04-2024","","Ana Camargo"
"12618","SAP FI Sênior Consultant - 763","","Allana da Cruz","15154","Prospect","08-05-2024","08-05-2024","","Ana Camargo"
"12618","SAP FI Sênior Consultant - 763","","Vinicius Barros","13600","Prospect","23-04-2024","23-04-2024","","Ana Camargo"
"12619","Consultor SAP ABAP","","Enrico da Rosa","46456","Contratado pela Decision","23-04-2024","06-05-2024","","Sra. Joana Sousa"
"12619","Consultor SAP ABAP","","Igor da Rosa","15163","Desistiu","22-04-2024","24-04-2024","","Paulo Peixoto"
"12619","Consultor SAP ABAP","","Lara Fernandes","15123","Não Aprovado pelo Cliente","22-04-2024","24-04-2024","","Paulo Peixoto"
"12619","Consultor SAP ABAP","","Davi Luiz Souza","13105","Não Aprovado pelo Cliente","22-04-2024","24-04-2024","","Paulo Peixoto"
"12619","Consultor SAP ABAP","","Dr. Otto Lopes","195","Não Aprovado pelo Cliente","24-04-2024","22-05-2024","","Paulo Peixoto"
"12621","1047 - Supervisor Sênior Fiscal","","Eloah Vieira","47391","Prospect","14-05-2024","14-05-2024","","Srta. Bella Ferreira"
"12621","1047 - Supervisor Sênior Fiscal","","Bella Cardoso","47170","Encaminhado ao Requisitante","25-04-2024","25-04-2024","","Yasmin da Rosa"
"12622","Analista de Cyber Security SR","","Dr. Leandro Abreu","47119","Prospect","23-04-2024","23-04-2024","","Melina Montenegro"
"12622","Analista de Cyber Security SR","","Sr. Liam da Rosa","47107","Encaminhado ao Requisitante","22-04-2024","22-04-2024","","Melina Montenegro"
"12622","Analista de Cyber Security SR","","Laís Casa Grande","47106","Encaminhado ao Requisitante","22-04-2024","22-04-2024","","Melina Montenegro"
"12622","Analista de Cyber Security SR","","Mariah da Cunha","47105","Encaminhado ao Requisitante","22-04-2024","22-04-2024","","Melina Montenegro"
"12622","Analista de Cyber Security SR","","Maysa Rios","45289","Encaminhado ao Requisitante","22-04-2024","22-04-2024","","Melina Montenegro"
"12622","Analista de Cyber Security SR","","Emanuelly Campos","14844","Encaminhado ao Requisitante","22-04-2024","22-04-2024","","Melina Montenegro"
"12623","Engenheiro de Software - 764","","Cecilia Câmara","47189","Encaminhado ao Requisitante","26-04-2024","29-04-2024","","Ana Camargo"
"12623","Engenheiro de Software - 764","","João Vitor Albuquerque","47159","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Yasmin da Rosa"
"12623","Engenheiro de Software - 764","","Arthur Gabriel Farias","47158","Encaminhado ao Requisitante","24-04-2024","25-04-2024","","Ana Camargo"
"12623","Engenheiro de Software - 764","","Ana Julia Rodrigues","47157","Prospect","24-04-2024","24-04-2024","","Ana Camargo"
"12623","Engenheiro de Software - 764","","Erick Campos","47155","Prospect","24-04-2024","24-04-2024","","Ana Camargo"
"12623","Engenheiro de Software - 764","","Luan Monteiro","47154","Prospect","24-04-2024","24-04-2024","","Ana Camargo"
"12623","Engenheiro de Software - 764","","Dra. Gabriela Albuquerque","47153","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Yasmin da Rosa"
"12623","Engenheiro de Software - 764","","Dra. Maria Julia da Rocha","47152","Prospect","24-04-2024","24-04-2024","","Ana Camargo"
"12623","Engenheiro de Software - 764","","Isabelly das Neves","47148","Entrevista Técnica","24-04-2024","02-05-2024","Entrevista em 02/05 às 17h - 4 solution","Emanuella Campos"
"12623","Engenheiro de Software - 764","","Sr. João Felipe Rezende","47143","Não Aprovado pelo RH","24-04-2024","03-05-2024","Candidato não possui VTEX","Emanuella Campos"
"12623","Engenheiro de Software - 764","","Rafaela Gonçalves","46025","Contratado como Hunting","24-04-2024","07-05-2024","","Srta. Bella Ferreira"
"12623","Engenheiro de Software - 764","","Dr. Ryan Sales","43046","Prospect","24-04-2024","24-04-2024","","Ana Camargo"
"12623","Engenheiro de Software - 764","","Letícia Mendonça","14789","Prospect","24-04-2024","24-04-2024","","Emanuella Campos"
"12624","Consultor SAP TDF Pleno - 765","","Emanuel Borges","47369","Encaminhado ao Requisitante","13-05-2024","13-05-2024","","Yasmin da Rosa"
"12624","Consultor SAP TDF Pleno - 765","","Josué Albuquerque","47140","Desistiu","24-04-2024","13-05-2024","Profissional aceitou outra proposta de trabalho","Yasmin da Rosa"
"12624","Consultor SAP TDF Pleno - 765","","Sra. Maria Helena Castro","833","Entrevista com Cliente","24-04-2024","02-05-2024","","Yasmin da Rosa"
"12625","963 - SAP MDG Sênior","","Caleb Melo","44438","Encaminhado ao Requisitante","29-04-2024","16-05-2024","","Srta. Bella Ferreira"
"12627","Analista NOC","","Sr. Luiz Fernando Santos","47247","Inscrito","02-05-2024","","","Caroline Machado"
"12627","Analista NOC","","Paulo Vargas","47221","Inscrito","29-04-2024","","","Caroline Machado"
"12627","Analista NOC","","Ana Julia Teixeira","47165","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Melina Montenegro"
"12627","Analista NOC","","Heitor Barbosa","47162","Inscrito","24-04-2024","","","Caroline Machado"
"12627","Analista NOC","","Bianca Montenegro","47137","Contratado pela Decision","23-04-2024","07-05-2024","Aprovado em 06/05/2024. Início Previsto para 13/05/2024.","Melina Montenegro"
"12627","Analista NOC","","Diogo Aragão","47136","Encaminhado ao Requisitante","23-04-2024","23-04-2024","","Melina Montenegro"
"12627","Analista NOC","","Levi da Cunha","47135","Entrevista com Cliente","23-04-2024","29-04-2024","","Melina Montenegro"
"12627","Analista NOC","","Marcos Vinicius Gomes","47133","Encaminhado ao Requisitante","23-04-2024","23-04-2024","","Melina Montenegro"
"12627","Analista NOC","","Dra. Luara Montenegro","42690","Desistiu da Contratação","25-04-2024","06-05-2024","Profissional declinou após aprovação. Motivo alegado foi que recebeu uma oferta melhor simultaneamente.","Melina Montenegro"
"12627","Analista NOC","","Dr. Brayan Rezende","41507","Entrevista com Cliente","23-04-2024","29-04-2024","","Melina Montenegro"
"12629","SAP PP/PM/QM - SV-188","","Maria Julia Azevedo","48692","Inscrito","24-09-2024","","","Caroline Machado"
"12629","SAP PP/PM/QM - SV-188","","Mariana da Costa","48002","Encaminhado ao Requisitante","08-07-2024","08-07-2024","","Emanuelly Vieira"
"12629","SAP PP/PM/QM - SV-188","","Sr. Igor Barros","46799","Encaminhado ao Requisitante","24-04-2024","25-04-2024","","Ana Camargo"
"12629","SAP PP/PM/QM - SV-188","","Noah Lopes","26568","Encaminhado ao Requisitante","24-04-2024","25-04-2024","","Ana Camargo"
"12629","SAP PP/PM/QM - SV-188","","Amanda Carvalho","13476","Encaminhado ao Requisitante","08-05-2024","08-05-2024","","Ana Camargo"
"12630","BP - SV-189","","Srta. Ana Carolina Sá","47351","Contratado pela Decision","10-05-2024","10-05-2024","","Melina Novaes"
"12630","BP - SV-189","","Srta. Maria Cecília Brito","29757","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Emanuelly Vieira"
"12630","BP - SV-189","","Lucas Gabriel Carvalho","27812","Prospect","24-04-2024","24-04-2024","","Emanuelly Vieira"
"12630","BP - SV-189","","Isaac Siqueira","17629","Encaminhado ao Requisitante","24-04-2024","24-04-2024","","Emanuelly Vieira"
